lat,lon,loss_dB,best_sf(-1=unreachable)
30.26400,94.73783,143.48,9
30.26400,94.73967,142.27,8
30.26400,94.74150,140.85,8
30.26400,94.74333,138.64,7
30.26400,94.74517,153.78,12
30.26400,94.74700,154.88,-1
30.26400,94.74883,153.41,12
30.26400,94.75067,153.23,12
30.26400,94.75250,152.94,12
30.26400,94.75433,152.58,12
30.26400,94.75617,150.42,11
30.26400,94.75800,148.65,10
30.26400,94.75983,148.12,10
30.26400,94.76167,141.70,8
30.26400,94.76350,143.22,9
30.26400,94.76533,139.66,7
30.26400,94.76717,139.01,7
30.26400,94.76900,142.17,8
30.26400,94.77083,144.54,9
30.26400,94.77267,145.08,9
30.26400,94.77450,146.46,10
30.26400,94.77633,146.22,10
30.26400,94.77817,145.13,9
30.26400,94.78000,144.98,9
30.26400,94.78183,142.79,8
30.26400,94.78367,140.10,8
30.26400,94.78550,138.22,7
30.26400,94.78733,134.81,7
30.26400,94.78917,132.90,7
30.26400,94.79100,133.07,7
30.26400,94.79283,131.29,7
30.26400,94.79467,128.73,7
30.26400,94.79650,125.86,7
30.26400,94.79833,124.20,7
30.26400,94.80017,123.16,7
30.26400,94.80200,115.59,7
30.26400,94.80383,100.92,7
30.26400,94.80567,85.58,7
30.26400,94.80750,94.55,7
30.26400,94.80933,91.91,7
30.26400,94.81117,88.52,7
30.26400,94.81300,90.46,7
30.26400,94.81483,88.13,7
30.26400,94.81667,80.45,7
30.26400,94.81850,79.00,7
30.26400,94.82033,85.15,7
30.26400,94.82217,106.63,7
30.26400,94.82400,118.63,7
30.26400,94.82583,122.38,7
30.26400,94.82767,125.73,7
30.26400,94.82950,122.85,7
30.26400,94.83133,134.84,7
30.26400,94.83317,139.54,7
30.26400,94.83500,143.02,9
30.26400,94.83683,143.89,9
30.26400,94.83867,142.77,8
30.26400,94.84050,142.14,8
30.26400,94.84233,141.13,8
30.26400,94.84417,142.76,8
30.26400,94.84600,143.86,9
30.26400,94.84783,145.19,9
30.26400,94.84967,144.31,9
30.26400,94.85150,148.93,10
30.26400,94.85333,153.59,12
30.26400,94.85517,154.82,-1
30.26400,94.85700,155.66,-1
30.26400,94.85883,155.79,-1
30.26400,94.86067,153.89,12
30.26400,94.86250,149.95,11
30.26400,94.86433,153.39,12
30.26400,94.86617,152.55,12
30.26400,94.86800,148.50,10
30.26400,94.86983,141.57,8
30.26400,94.87167,156.65,-1
30.26400,94.87350,152.97,12
30.26400,94.87533,151.72,12
30.26400,94.87717,153.67,12
30.26400,94.87900,145.53,9
30.26400,94.88083,144.85,9
30.26400,94.88267,156.26,-1
30.26400,94.88450,153.57,12
30.26400,94.88633,162.12,-1
30.26400,94.88817,163.84,-1
30.26400,94.89000,160.85,-1
30.26583,94.67000,161.29,-1
30.26583,94.67183,158.49,-1
30.26583,94.67367,157.20,-1
30.26583,94.67550,149.52,11
30.26583,94.67733,148.39,10
30.26583,94.67917,158.74,-1
30.26583,94.68100,157.84,-1
30.26583,94.68283,156.64,-1
30.26583,94.68467,141.74,8
30.26583,94.68650,155.80,-1
30.26583,94.68833,155.86,-1
30.26583,94.69017,157.34,-1
30.26583,94.69200,157.47,-1
30.26583,94.69383,157.88,-1
30.26583,94.69567,128.93,7
30.26583,94.69750,131.88,7
30.26583,94.69933,154.83,-1
30.26583,94.70117,155.63,-1
30.26583,94.70300,156.35,-1
30.26583,94.70483,157.54,-1
30.26583,94.70667,159.29,-1
30.26583,94.70850,130.30,7
30.26583,94.71033,160.75,-1
30.26583,94.71217,159.46,-1
30.26583,94.71400,160.51,-1
30.26583,94.71583,160.05,-1
30.26583,94.71767,141.15,8
30.26583,94.71950,160.99,-1
30.26583,94.72133,161.40,-1
30.26583,94.72317,162.67,-1
30.26583,94.72500,163.34,-1
30.26583,94.72683,163.35,-1
30.26583,94.72867,163.66,-1
30.26583,94.73050,162.50,-1
30.26583,94.73233,151.64,12
30.26583,94.73417,162.66,-1
30.26583,94.73600,149.51,11
30.26583,94.73783,150.66,11
30.26583,94.73967,134.76,7
30.26583,94.74150,158.69,-1
30.26583,94.74333,133.61,7
30.26583,94.74517,154.65,-1
30.26583,94.74700,154.91,-1
30.26583,94.74883,154.06,-1
30.26583,94.75067,153.85,12
30.26583,94.75250,153.35,12
30.26583,94.75433,153.59,12
30.26583,94.75617,151.54,12
30.26583,94.75800,150.69,11
30.26583,94.75983,149.27,11
30.26583,94.76167,145.80,9
30.26583,94.76350,145.71,9
30.26583,94.76533,141.86,8
30.26583,94.76717,140.41,8
30.26583,94.76900,143.68,9
30.26583,94.77083,123.05,7
30.26583,94.77267,147.08,10
30.26583,94.77450,148.59,10
30.26583,94.77633,148.41,10
30.26583,94.77817,146.45,10
30.26583,94.78000,145.85,9
30.26583,94.78183,143.37,9
30.26583,94.78367,140.20,8
30.26583,94.78550,139.12,7
30.26583,94.78733,135.61,7
30.26583,94.78917,133.33,7
30.26583,94.79100,133.87,7
30.26583,94.79283,132.03,7
30.26583,94.79467,128.48,7
30.26583,94.79650,127.45,7
30.26583,94.79833,127.73,7
30.26583,94.80017,121.99,7
30.26583,94.80200,101.03,7
30.26583,94.80383,100.19,7
30.26583,94.80567,87.73,7
30.26583,94.80750,91.04,7
30.26583,94.80933,85.06,7
30.26583,94.81117,87.88,7
30.26583,94.81300,90.77,7
30.26583,94.81483,85.28,7
30.26583,94.81667,88.46,7
30.26583,94.81850,89.96,7
30.26583,94.82033,97.85,7
30.26583,94.82217,116.76,7
30.26583,94.82400,121.22,7
30.26583,94.82583,124.88,7
30.26583,94.82767,128.30,7
30.26583,94.82950,125.83,7
30.26583,94.83133,134.83,7
30.26583,94.83317,138.20,7
30.26583,94.83500,144.30,9
30.26583,94.83683,144.75,9
30.26583,94.83867,142.86,8
30.26583,94.84050,142.27,8
30.26583,94.84233,142.46,8
30.26583,94.84417,144.00,9
30.26583,94.84600,142.82,8
30.26583,94.84783,142.35,8
30.26583,94.84967,150.85,11
30.26583,94.85150,154.70,-1
30.26583,94.85333,155.70,-1
30.26583,94.85517,155.91,-1
30.26583,94.85700,151.53,12
30.26583,94.85883,146.01,10
30.26583,94.86067,150.69,11
30.26583,94.86250,153.50,12
30.26583,94.86433,154.80,-1
30.26583,94.86617,155.53,-1
30.26583,94.86800,144.41,9
30.26583,94.86983,147.51,10
30.26583,94.87167,139.44,7
30.26583,94.87350,146.97,10
30.26583,94.87533,154.01,-1
30.26583,94.87717,156.35,-1
30.26583,94.87900,157.24,-1
30.26583,94.88083,142.71,8
30.26583,94.88267,154.29,-1
30.26583,94.88450,148.48,10
30.26583,94.88633,154.11,-1
30.26583,94.88817,164.85,-1
30.26583,94.89000,161.97,-1
30.26767,94.67000,165.06,-1
30.26767,94.67183,153.55,12
30.26767,94.67367,149.87,11
30.26767,94.67550,147.81,10
30.26767,94.67733,139.74,7
30.26767,94.67917,159.21,-1
30.26767,94.68100,158.90,-1
30.26767,94.68283,158.04,-1
30.26767,94.68467,142.90,8
30.26767,94.68650,143.05,9
30.26767,94.68833,134.49,7
30.26767,94.69017,155.94,-1
30.26767,94.69200,157.67,-1
30.26767,94.69383,157.83,-1
30.26767,94.69567,158.25,-1
30.26767,94.69750,125.43,7
30.26767,94.69933,153.86,12
30.26767,94.70117,155.02,-1
30.26767,94.70300,155.98,-1
30.26767,94.70483,156.70,-1
30.26767,94.70667,158.14,-1
30.26767,94.70850,159.39,-1
30.26767,94.71033,159.80,-1
30.26767,94.71217,134.43,7
30.26767,94.71400,159.77,-1
30.26767,94.71583,136.80,7
30.26767,94.71767,160.33,-1
30.26767,94.71950,138.44,7
30.26767,94.72133,161.73,-1
30.26767,94.72317,161.72,-1
30.26767,94.72500,163.58,-1
30.26767,94.72683,163.28,-1
30.26767,94.72867,163.44,-1
30.26767,94.73050,163.13,-1
30.26767,94.73233,163.38,-1
30.26767,94.73417,161.52,-1
30.26767,94.73600,159.26,-1
30.26767,94.73783,140.85,8
30.26767,94.73967,145.86,9
30.26767,94.74150,149.81,11
30.26767,94.74333,158.51,-1
30.26767,94.74517,157.08,-1
30.26767,94.74700,155.46,-1
30.26767,94.74883,156.23,-1
30.26767,94.75067,154.21,-1
30.26767,94.75250,154.81,-1
30.26767,94.75433,154.07,-1
30.26767,94.75617,152.61,12
30.26767,94.75800,151.30,11
30.26767,94.75983,150.09,11
30.26767,94.76167,149.35,11
30.26767,94.76350,147.68,10
30.26767,94.76533,145.82,9
30.26767,94.76717,143.00,9
30.26767,94.76900,143.64,9
30.26767,94.77083,147.01,10
30.26767,94.77267,149.15,11
30.26767,94.77450,149.41,11
30.26767,94.77633,149.36,11
30.26767,94.77817,147.46,10
30.26767,94.78000,146.48,10
30.26767,94.78183,143.87,9
30.26767,94.78367,141.53,8
30.26767,94.78550,137.85,7
30.26767,94.78733,136.32,7
30.26767,94.78917,133.96,7
30.26767,94.79100,134.80,7
30.26767,94.79283,131.13,7
30.26767,94.79467,128.47,7
30.26767,94.79650,121.39,7
30.26767,94.79833,132.94,7
30.26767,94.80017,123.30,7
30.26767,94.80200,103.88,7
30.26767,94.80383,85.31,7
30.26767,94.80567,90.12,7
30.26767,94.80750,91.99,7
30.26767,94.80933,91.34,7
30.26767,94.81117,92.58,7
30.26767,94.81300,90.83,7
30.26767,94.81483,71.38,7
30.26767,94.81667,80.58,7
30.26767,94.81850,90.78,7
30.26767,94.82033,113.55,7
30.26767,94.82217,119.20,7
30.26767,94.82400,124.08,7
30.26767,94.82583,127.50,7
30.26767,94.82767,127.73,7
30.26767,94.82950,129.10,7
30.26767,94.83133,132.66,7
30.26767,94.83317,130.45,7
30.26767,94.83500,141.37,8
30.26767,94.83683,142.82,8
30.26767,94.83867,144.84,9
30.26767,94.84050,137.91,7
30.26767,94.84233,143.91,9
30.26767,94.84417,132.45,7
30.26767,94.84600,139.58,7
30.26767,94.84783,146.57,10
30.26767,94.84967,151.20,11
30.26767,94.85150,152.72,12
30.26767,94.85333,153.21,12
30.26767,94.85517,151.98,12
30.26767,94.85700,152.17,12
30.26767,94.85883,152.04,12
30.26767,94.86067,145.83,9
30.26767,94.86250,154.47,-1
30.26767,94.86433,152.96,12
30.26767,94.86617,157.30,-1
30.26767,94.86800,142.84,8
30.26767,94.86983,146.11,10
30.26767,94.87167,149.23,11
30.26767,94.87350,145.77,9
30.26767,94.87533,154.11,-1
30.26767,94.87717,157.34,-1
30.26767,94.87900,157.55,-1
30.26767,94.88083,156.33,-1
30.26767,94.88267,155.76,-1
30.26767,94.88450,159.33,-1
30.26767,94.88633,159.96,-1
30.26767,94.88817,161.92,-1
30.26767,94.89000,165.85,-1
30.26950,94.67000,148.25,10
30.26950,94.67183,137.12,7
30.26950,94.67367,157.97,-1
30.26950,94.67550,139.34,7
30.26950,94.67733,159.58,-1
30.26950,94.67917,159.85,-1
30.26950,94.68100,159.42,-1
30.26950,94.68283,159.20,-1
30.26950,94.68467,143.42,9
30.26950,94.68650,144.58,9
30.26950,94.68833,157.51,-1
30.26950,94.69017,155.89,-1
30.26950,94.69200,142.83,8
30.26950,94.69383,157.54,-1
30.26950,94.69567,157.93,-1
30.26950,94.69750,158.54,-1
30.26950,94.69933,153.62,12
30.26950,94.70117,154.16,-1
30.26950,94.70300,154.70,-1
30.26950,94.70483,139.73,7
30.26950,94.70667,137.94,7
30.26950,94.70850,158.37,-1
30.26950,94.71033,133.47,7
30.26950,94.71217,159.97,-1
30.26950,94.71400,159.65,-1
30.26950,94.71583,160.02,-1
30.26950,94.71767,159.71,-1
30.26950,94.71950,160.71,-1
30.26950,94.72133,161.74,-1
30.26950,94.72317,161.81,-1
30.26950,94.72500,162.21,-1
30.26950,94.72683,163.43,-1
30.26950,94.72867,163.15,-1
30.26950,94.73050,162.94,-1
30.26950,94.73233,152.38,12
30.26950,94.73417,161.89,-1
30.26950,94.73600,149.67,11
30.26950,94.73783,142.92,8
30.26950,94.73967,142.42,8
30.26950,94.74150,145.27,9
30.26950,94.74333,141.30,8
30.26950,94.74517,158.76,-1
30.26950,94.74700,156.27,-1
30.26950,94.74883,156.43,-1
30.26950,94.75067,155.69,-1
30.26950,94.75250,155.06,-1
30.26950,94.75433,154.43,-1
30.26950,94.75617,154.06,-1
30.26950,94.75800,151.98,12
30.26950,94.75983,150.71,11
30.26950,94.76167,150.44,11
30.26950,94.76350,145.42,9
30.26950,94.76533,147.95,10
30.26950,94.76717,144.90,9
30.26950,94.76900,146.66,10
30.26950,94.77083,148.95,10
30.26950,94.77267,150.52,11
30.26950,94.77450,150.43,11
30.26950,94.77633,149.94,11
30.26950,94.77817,147.75,10
30.26950,94.78000,146.92,10
30.26950,94.78183,144.43,9
30.26950,94.78367,141.96,8
30.26950,94.78550,138.77,7
30.26950,94.78733,136.63,7
30.26950,94.78917,134.08,7
30.26950,94.79100,135.23,7
30.26950,94.79283,131.78,7
30.26950,94.79467,128.42,7
30.26950,94.79650,125.98,7
30.26950,94.79833,123.86,7
30.26950,94.80017,127.30,7
30.26950,94.80200,106.72,7
30.26950,94.80383,85.91,7
30.26950,94.80567,96.93,7
30.26950,94.80750,88.82,7
30.26950,94.80933,88.66,7
30.26950,94.81117,94.97,7
30.26950,94.81300,91.08,7
30.26950,94.81483,75.24,7
30.26950,94.81667,84.96,7
30.26950,94.81850,106.63,7
30.26950,94.82033,118.70,7
30.26950,94.82217,123.35,7
30.26950,94.82400,126.90,7
30.26950,94.82583,129.71,7
30.26950,94.82767,129.81,7
30.26950,94.82950,125.46,7
30.26950,94.83133,129.81,7
30.26950,94.83317,124.83,7
30.26950,94.83500,130.15,7
30.26950,94.83683,141.04,8
30.26950,94.83867,146.92,10
30.26950,94.84050,143.65,9
30.26950,94.84233,130.80,7
30.26950,94.84417,140.36,8
30.26950,94.84600,134.82,7
30.26950,94.84783,145.69,9
30.26950,94.84967,146.27,10
30.26950,94.85150,140.86,8
30.26950,94.85333,147.14,10
30.26950,94.85517,146.72,10
30.26950,94.85700,144.17,9
30.26950,94.85883,147.07,10
30.26950,94.86067,142.57,8
30.26950,94.86250,159.44,-1
30.26950,94.86433,158.44,-1
30.26950,94.86617,159.05,-1
30.26950,94.86800,137.32,7
30.26950,94.86983,142.94,8
30.26950,94.87167,147.98,10
30.26950,94.87350,146.77,10
30.26950,94.87533,156.49,-1
30.26950,94.87717,159.60,-1
30.26950,94.87900,158.13,-1
30.26950,94.88083,158.28,-1
30.26950,94.88267,155.06,-1
30.26950,94.88450,154.98,-1
30.26950,94.88633,158.12,-1
30.26950,94.88817,155.60,-1
30.26950,94.89000,165.80,-1
30.27133,94.67000,145.68,9
30.27133,94.67183,143.06,9
30.27133,94.67367,132.76,7
30.27133,94.67550,142.71,8
30.27133,94.67733,158.53,-1
30.27133,94.67917,139.68,7
30.27133,94.68100,159.82,-1
30.27133,94.68283,159.84,-1
30.27133,94.68467,147.55,10
30.27133,94.68650,142.52,8
30.27133,94.68833,158.83,-1
30.27133,94.69017,157.20,-1
30.27133,94.69200,136.54,7
30.27133,94.69383,156.30,-1
30.27133,94.69567,145.85,9
30.27133,94.69750,146.79,10
30.27133,94.69933,158.46,-1
30.27133,94.70117,159.21,-1
30.27133,94.70300,155.23,-1
30.27133,94.70483,141.03,8
30.27133,94.70667,156.41,-1
30.27133,94.70850,157.30,-1
30.27133,94.71033,158.60,-1
30.27133,94.71217,159.83,-1
30.27133,94.71400,159.88,-1
30.27133,94.71583,159.84,-1
30.27133,94.71767,160.38,-1
30.27133,94.71950,160.04,-1
30.27133,94.72133,161.14,-1
30.27133,94.72317,162.18,-1
30.27133,94.72500,162.63,-1
30.27133,94.72683,163.01,-1
30.27133,94.72867,164.10,-1
30.27133,94.73050,163.96,-1
30.27133,94.73233,163.70,-1
30.27133,94.73417,161.74,-1
30.27133,94.73600,148.97,10
30.27133,94.73783,147.17,10
30.27133,94.73967,161.87,-1
30.27133,94.74150,146.18,10
30.27133,94.74333,161.83,-1
30.27133,94.74517,160.69,-1
30.27133,94.74700,159.09,-1
30.27133,94.74883,156.99,-1
30.27133,94.75067,157.26,-1
30.27133,94.75250,155.49,-1
30.27133,94.75433,155.03,-1
30.27133,94.75617,154.77,-1
30.27133,94.75800,152.69,12
30.27133,94.75983,152.18,12
30.27133,94.76167,151.07,11
30.27133,94.76350,147.72,10
30.27133,94.76533,149.35,11
30.27133,94.76717,148.66,10
30.27133,94.76900,147.97,10
30.27133,94.77083,151.40,11
30.27133,94.77267,151.93,12
30.27133,94.77450,151.42,11
30.27133,94.77633,150.70,11
30.27133,94.77817,148.85,10
30.27133,94.78000,147.84,10
30.27133,94.78183,145.26,9
30.27133,94.78367,141.44,8
30.27133,94.78550,140.22,8
30.27133,94.78733,137.39,7
30.27133,94.78917,134.41,7
30.27133,94.79100,134.42,7
30.27133,94.79283,129.88,7
30.27133,94.79467,129.89,7
30.27133,94.79650,120.71,7
30.27133,94.79833,128.97,7
30.27133,94.80017,111.23,7
30.27133,94.80200,121.73,7
30.27133,94.80383,107.22,7
30.27133,94.80567,107.20,7
30.27133,94.80750,99.53,7
30.27133,94.80933,98.05,7
30.27133,94.81117,96.08,7
30.27133,94.81300,74.58,7
30.27133,94.81483,85.81,7
30.27133,94.81667,92.22,7
30.27133,94.81850,115.74,7
30.27133,94.82033,121.46,7
30.27133,94.82217,124.69,7
30.27133,94.82400,130.39,7
30.27133,94.82583,131.02,7
30.27133,94.82767,131.14,7
30.27133,94.82950,126.44,7
30.27133,94.83133,131.44,7
30.27133,94.83317,130.97,7
30.27133,94.83500,135.82,7
30.27133,94.83683,142.97,8
30.27133,94.83867,142.85,8
30.27133,94.84050,144.38,9
30.27133,94.84233,133.34,7
30.27133,94.84417,134.87,7
30.27133,94.84600,148.31,10
30.27133,94.84783,134.36,7
30.27133,94.84967,146.98,10
30.27133,94.85150,145.65,9
30.27133,94.85333,147.84,10
30.27133,94.85517,148.70,10
30.27133,94.85700,142.57,8
30.27133,94.85883,147.37,10
30.27133,94.86067,149.91,11
30.27133,94.86250,156.06,-1
30.27133,94.86433,160.89,-1
30.27133,94.86617,160.31,-1
30.27133,94.86800,158.68,-1
30.27133,94.86983,140.39,8
30.27133,94.87167,147.42,10
30.27133,94.87350,156.26,-1
30.27133,94.87533,150.19,11
30.27133,94.87717,160.24,-1
30.27133,94.87900,159.53,-1
30.27133,94.88083,158.16,-1
30.27133,94.88267,150.23,11
30.27133,94.88450,151.57,12
30.27133,94.88633,161.91,-1
30.27133,94.88817,164.28,-1
30.27133,94.89000,166.26,-1
30.27317,94.67000,149.10,11
30.27317,94.67183,144.79,9
30.27317,94.67367,141.18,8
30.27317,94.67550,138.46,7
30.27317,94.67733,157.83,-1
30.27317,94.67917,158.91,-1
30.27317,94.68100,159.62,-1
30.27317,94.68283,160.14,-1
30.27317,94.68467,144.38,9
30.27317,94.68650,138.75,7
30.27317,94.68833,160.14,-1
30.27317,94.69017,158.41,-1
30.27317,94.69200,157.35,-1
30.27317,94.69383,156.63,-1
30.27317,94.69567,149.91,11
30.27317,94.69750,150.41,11
30.27317,94.69933,145.09,9
30.27317,94.70117,158.69,-1
30.27317,94.70300,159.58,-1
30.27317,94.70483,155.38,-1
30.27317,94.70667,155.31,-1
30.27317,94.70850,156.51,-1
30.27317,94.71033,157.39,-1
30.27317,94.71217,157.98,-1
30.27317,94.71400,160.10,-1
30.27317,94.71583,159.87,-1
30.27317,94.71767,160.05,-1
30.27317,94.71950,161.55,-1
30.27317,94.72133,161.80,-1
30.27317,94.72317,140.00,8
30.27317,94.72500,162.93,-1
30.27317,94.72683,163.53,-1
30.27317,94.72867,163.64,-1
30.27317,94.73050,165.09,-1
30.27317,94.73233,164.23,-1
30.27317,94.73417,162.60,-1
30.27317,94.73600,160.26,-1
30.27317,94.73783,146.91,10
30.27317,94.73967,162.11,-1
30.27317,94.74150,148.24,10
30.27317,94.74333,162.44,-1
30.27317,94.74517,161.43,-1
30.27317,94.74700,160.47,-1
30.27317,94.74883,157.73,-1
30.27317,94.75067,157.28,-1
30.27317,94.75250,156.59,-1
30.27317,94.75433,155.70,-1
30.27317,94.75617,154.81,-1
30.27317,94.75800,153.72,12
30.27317,94.75983,152.67,12
30.27317,94.76167,151.63,12
30.27317,94.76350,149.03,11
30.27317,94.76533,150.66,11
30.27317,94.76717,148.91,10
30.27317,94.76900,149.45,11
30.27317,94.77083,152.47,12
30.27317,94.77267,152.33,12
30.27317,94.77450,151.93,12
30.27317,94.77633,151.28,11
30.27317,94.77817,149.74,11
30.27317,94.78000,146.76,10
30.27317,94.78183,146.20,10
30.27317,94.78367,141.57,8
30.27317,94.78550,140.01,8
30.27317,94.78733,137.84,7
30.27317,94.78917,135.21,7
30.27317,94.79100,131.14,7
30.27317,94.79283,144.72,9
30.27317,94.79467,120.70,7
30.27317,94.79650,124.83,7
30.27317,94.79833,121.88,7
30.27317,94.80017,47.70,7
30.27317,94.80200,92.88,7
30.27317,94.80383,49.93,7
30.27317,94.80567,104.11,7
30.27317,94.80750,93.36,7
30.27317,94.80933,116.61,7
30.27317,94.81117,90.04,7
30.27317,94.81300,83.53,7
30.27317,94.81483,85.65,7
30.27317,94.81667,110.11,7
30.27317,94.81850,119.19,7
30.27317,94.82033,122.09,7
30.27317,94.82217,128.16,7
30.27317,94.82400,131.11,7
30.27317,94.82583,131.89,7
30.27317,94.82767,131.67,7
30.27317,94.82950,114.23,7
30.27317,94.83133,129.60,7
30.27317,94.83317,137.66,7
30.27317,94.83500,142.86,8
30.27317,94.83683,132.35,7
30.27317,94.83867,139.91,7
30.27317,94.84050,144.29,9
30.27317,94.84233,130.39,7
30.27317,94.84417,131.41,7
30.27317,94.84600,131.19,7
30.27317,94.84783,147.65,10
30.27317,94.84967,136.16,7
30.27317,94.85150,148.43,10
30.27317,94.85333,141.07,8
30.27317,94.85517,138.61,7
30.27317,94.85700,141.27,8
30.27317,94.85883,151.60,12
30.27317,94.86067,156.38,-1
30.27317,94.86250,157.62,-1
30.27317,94.86433,163.42,-1
30.27317,94.86617,160.71,-1
30.27317,94.86800,159.37,-1
30.27317,94.86983,157.63,-1
30.27317,94.87167,157.69,-1
30.27317,94.87350,152.63,12
30.27317,94.87533,150.67,11
30.27317,94.87717,160.55,-1
30.27317,94.87900,148.51,10
30.27317,94.88083,146.70,10
30.27317,94.88267,144.44,9
30.27317,94.88450,144.01,9
30.27317,94.88633,164.49,-1
30.27317,94.88817,166.70,-1
30.27317,94.89000,166.12,-1
30.27500,94.67000,146.32,10
30.27500,94.67183,143.54,9
30.27500,94.67367,144.53,9
30.27500,94.67550,147.03,10
30.27500,94.67733,144.88,9
30.27500,94.67917,158.30,-1
30.27500,94.68100,158.43,-1
30.27500,94.68283,159.22,-1
30.27500,94.68467,138.58,7
30.27500,94.68650,160.72,-1
30.27500,94.68833,160.99,-1
30.27500,94.69017,160.22,-1
30.27500,94.69200,159.45,-1
30.27500,94.69383,151.95,12
30.27500,94.69567,152.07,12
30.27500,94.69750,151.70,12
30.27500,94.69933,146.79,10
30.27500,94.70117,157.46,-1
30.27500,94.70300,159.03,-1
30.27500,94.70483,159.62,-1
30.27500,94.70667,135.42,7
30.27500,94.70850,137.52,7
30.27500,94.71033,156.72,-1
30.27500,94.71217,127.76,7
30.27500,94.71400,158.04,-1
30.27500,94.71583,160.31,-1
30.27500,94.71767,129.80,7
30.27500,94.71950,136.73,7
30.27500,94.72133,135.09,7
30.27500,94.72317,161.26,-1
30.27500,94.72500,162.40,-1
30.27500,94.72683,163.58,-1
30.27500,94.72867,164.31,-1
30.27500,94.73050,163.95,-1
30.27500,94.73233,164.57,-1
30.27500,94.73417,163.38,-1
30.27500,94.73600,160.22,-1
30.27500,94.73783,146.05,10
30.27500,94.73967,142.38,8
30.27500,94.74150,136.69,7
30.27500,94.74333,163.30,-1
30.27500,94.74517,162.86,-1
30.27500,94.74700,161.53,-1
30.27500,94.74883,159.56,-1
30.27500,94.75067,157.31,-1
30.27500,94.75250,156.67,-1
30.27500,94.75433,155.66,-1
30.27500,94.75617,155.02,-1
30.27500,94.75800,154.41,-1
30.27500,94.75983,152.92,12
30.27500,94.76167,151.23,11
30.27500,94.76350,151.40,11
30.27500,94.76533,147.52,10
30.27500,94.76717,151.19,11
30.27500,94.76900,150.43,11
30.27500,94.77083,152.91,12
30.27500,94.77267,153.36,12
30.27500,94.77450,152.83,12
30.27500,94.77633,152.17,12
30.27500,94.77817,150.34,11
30.27500,94.78000,147.47,10
30.27500,94.78183,146.64,10
30.27500,94.78367,142.98,8
30.27500,94.78550,140.58,8
30.27500,94.78733,138.56,7
30.27500,94.78917,136.71,7
30.27500,94.79100,131.65,7
30.27500,94.79283,124.70,7
30.27500,94.79467,114.31,7
30.27500,94.79650,103.78,7
30.27500,94.79833,138.04,7
30.27500,94.80017,71.09,7
30.27500,94.80200,64.36,7
30.27500,94.80383,66.84,7
30.27500,94.80567,62.39,7
30.27500,94.80750,64.39,7
30.27500,94.80933,49.94,7
30.27500,94.81117,74.79,7
30.27500,94.81300,85.30,7
30.27500,94.81483,99.68,7
30.27500,94.81667,117.43,7
30.27500,94.81850,123.22,7
30.27500,94.82033,125.32,7
30.27500,94.82217,129.41,7
30.27500,94.82400,130.32,7
30.27500,94.82583,132.11,7
30.27500,94.82767,132.31,7
30.27500,94.82950,116.47,7
30.27500,94.83133,125.49,7
30.27500,94.83317,138.33,7
30.27500,94.83500,144.20,9
30.27500,94.83683,138.11,7
30.27500,94.83867,147.49,10
30.27500,94.84050,150.58,11
30.27500,94.84233,146.15,10
30.27500,94.84417,143.92,9
30.27500,94.84600,133.37,7
30.27500,94.84783,132.32,7
30.27500,94.84967,149.22,11
30.27500,94.85150,149.26,11
30.27500,94.85333,133.07,7
30.27500,94.85517,142.34,8
30.27500,94.85700,150.65,11
30.27500,94.85883,149.14,11
30.27500,94.86067,149.70,11
30.27500,94.86250,161.39,-1
30.27500,94.86433,163.32,-1
30.27500,94.86617,162.21,-1
30.27500,94.86800,160.30,-1
30.27500,94.86983,158.99,-1
30.27500,94.87167,135.71,7
30.27500,94.87350,153.26,12
30.27500,94.87533,155.43,-1
30.27500,94.87717,159.35,-1
30.27500,94.87900,155.81,-1
30.27500,94.88083,149.23,11
30.27500,94.88267,144.28,9
30.27500,94.88450,148.74,10
30.27500,94.88633,160.72,-1
30.27500,94.88817,164.56,-1
30.27500,94.89000,164.88,-1
30.27683,94.67000,146.19,10
30.27683,94.67183,151.39,11
30.27683,94.67367,140.57,8
30.27683,94.67550,140.14,8
30.27683,94.67733,131.86,7
30.27683,94.67917,158.95,-1
30.27683,94.68100,158.98,-1
30.27683,94.68283,152.04,12
30.27683,94.68467,151.49,11
30.27683,94.68650,142.71,8
30.27683,94.68833,160.84,-1
30.27683,94.69017,161.35,-1
30.27683,94.69200,160.35,-1
30.27683,94.69383,151.71,12
30.27683,94.69567,152.81,12
30.27683,94.69750,147.24,10
30.27683,94.69933,143.88,9
30.27683,94.70117,157.53,-1
30.27683,94.70300,157.72,-1
30.27683,94.70483,138.28,7
30.27683,94.70667,159.86,-1
30.27683,94.70850,160.59,-1
30.27683,94.71033,155.77,-1
30.27683,94.71217,156.38,-1
30.27683,94.71400,157.78,-1
30.27683,94.71583,158.10,-1
30.27683,94.71767,159.40,-1
30.27683,94.71950,134.24,7
30.27683,94.72133,136.07,7
30.27683,94.72317,162.71,-1
30.27683,94.72500,161.89,-1
30.27683,94.72683,163.11,-1
30.27683,94.72867,164.42,-1
30.27683,94.73050,165.00,-1
30.27683,94.73233,163.38,-1
30.27683,94.73417,163.26,-1
30.27683,94.73600,161.34,-1
30.27683,94.73783,147.59,10
30.27683,94.73967,141.22,8
30.27683,94.74150,140.37,8
30.27683,94.74333,164.21,-1
30.27683,94.74517,163.09,-1
30.27683,94.74700,162.75,-1
30.27683,94.74883,159.96,-1
