lat,lon,loss_dB,best_sf(-1=unreachable)
30.22000,94.67000,152.21,12
30.22000,94.67183,157.99,-1
30.22000,94.67367,155.98,-1
30.22000,94.67550,156.30,-1
30.22000,94.67733,152.65,12
30.22000,94.67917,161.46,-1
30.22000,94.68100,161.33,-1
30.22000,94.68283,160.81,-1
30.22000,94.68467,161.12,-1
30.22000,94.68650,144.22,9
30.22000,94.68833,142.81,8
30.22000,94.69017,157.67,-1
30.22000,94.69200,144.97,9
30.22000,94.69383,162.96,-1
30.22000,94.69567,163.67,-1
30.22000,94.69750,163.42,-1
30.22000,94.69933,163.96,-1
30.22000,94.70117,153.51,12
30.22000,94.70300,155.97,-1
30.22000,94.70483,153.99,12
30.22000,94.70667,149.15,11
30.22000,94.70850,148.48,10
30.22000,94.71033,142.16,8
30.22000,94.71217,141.91,8
30.22000,94.71400,134.32,7
30.22000,94.71583,134.90,7
30.22000,94.71767,134.44,7
30.22000,94.71950,134.94,7
30.22000,94.72133,134.86,7
30.22000,94.72317,130.19,7
30.22000,94.72500,132.95,7
30.22000,94.72683,148.25,10
30.22000,94.72867,151.97,12
30.22000,94.73050,154.63,-1
30.22000,94.73233,155.35,-1
30.22000,94.73417,152.88,12
30.22000,94.73600,154.37,-1
30.22000,94.73783,151.57,12
30.22000,94.73967,148.99,10
30.22000,94.74150,140.30,8
30.22000,94.74333,145.99,9
30.22000,94.74517,138.95,7
30.22000,94.74700,150.17,11
30.22000,94.74883,132.28,7
30.22000,94.75067,148.63,10
30.22000,94.75250,154.05,-1
30.22000,94.75433,152.67,12
30.22000,94.75617,153.53,12
30.22000,94.75800,151.76,12
30.22000,94.75983,148.40,10
30.22000,94.76167,146.53,10
30.22000,94.76350,143.56,9
30.22000,94.76533,157.89,-1
30.22000,94.76717,154.74,-1
30.22000,94.76900,137.06,7
30.22000,94.77083,125.10,7
30.22000,94.77267,147.14,10
30.22000,94.77450,149.14,11
30.22000,94.77633,149.42,11
30.22000,94.77817,155.25,-1
30.22000,94.78000,152.53,12
30.22000,94.78183,137.54,7
30.22000,94.78367,131.44,7
30.22000,94.78550,127.20,7
30.22000,94.78733,118.67,7
30.22000,94.78917,111.89,7
30.22000,94.79100,104.58,7
30.22000,94.79283,121.33,7
30.22000,94.79467,91.49,7
30.22000,94.79650,94.42,7
30.22000,94.79833,138.61,7
30.22000,94.80017,132.05,7
30.22000,94.80200,104.62,7
30.22000,94.80383,53.16,7
30.22000,94.80567,53.18,7
30.22000,94.80750,53.21,7
30.22000,94.80933,53.23,7
30.22000,94.81117,53.26,7
30.22000,94.81300,53.29,7
30.22000,94.81483,53.32,7
30.22000,94.81667,53.35,7
30.22000,94.81850,53.39,7
30.22000,94.82033,53.42,7
30.22000,94.82217,53.46,7
30.22000,94.82400,122.06,7
30.22000,94.82583,142.88,8
30.22000,94.82767,147.02,10
30.22000,94.82950,149.70,11
30.22000,94.83133,149.52,11
30.22000,94.83317,147.31,10
30.22000,94.83500,150.35,11
30.22000,94.83683,154.22,-1
30.22000,94.83867,149.52,11
30.22000,94.84050,144.08,9
30.22000,94.84233,149.55,11
30.22000,94.84417,142.57,8
30.22000,94.84600,131.21,7
30.22000,94.84783,118.27,7
30.22000,94.84967,54.18,7
30.22000,94.85150,111.31,7
30.22000,94.85333,84.96,7
30.22000,94.85517,80.89,7
30.22000,94.85700,93.44,7
30.22000,94.85883,130.23,7
30.22000,94.86067,131.82,7
30.22000,94.86250,132.52,7
30.22000,94.86433,144.50,9
30.22000,94.86617,144.98,9
30.22000,94.86800,146.28,10
30.22000,94.86983,146.24,10
30.22000,94.87167,149.64,11
30.22000,94.87350,145.09,9
30.22000,94.87533,138.64,7
30.22000,94.87717,139.74,7
30.22000,94.87900,140.99,8
30.22000,94.88083,134.41,7
30.22000,94.88267,144.50,9
30.22000,94.88450,145.54,9
30.22000,94.88633,146.50,10
30.22000,94.88817,147.49,10
30.22000,94.89000,147.99,10
30.22183,94.67000,161.74,-1
30.22183,94.67183,145.86,9
30.22183,94.67367,160.04,-1
30.22183,94.67550,158.68,-1
30.22183,94.67733,157.51,-1
30.22183,94.67917,150.99,11
30.22183,94.68100,150.94,11
30.22183,94.68283,160.55,-1
30.22183,94.68467,161.37,-1
30.22183,94.68650,160.42,-1
30.22183,94.68833,158.00,-1
30.22183,94.69017,157.77,-1
30.22183,94.69200,145.65,9
30.22183,94.69383,159.04,-1
30.22183,94.69567,142.25,8
30.22183,94.69750,138.97,7
30.22183,94.69933,152.75,12
30.22183,94.70117,160.17,-1
30.22183,94.70300,159.41,-1
30.22183,94.70483,152.55,12
30.22183,94.70667,159.26,-1
30.22183,94.70850,143.02,9
30.22183,94.71033,146.12,10
30.22183,94.71217,134.86,7
30.22183,94.71400,158.52,-1
30.22183,94.71583,158.52,-1
30.22183,94.71767,156.48,-1
30.22183,94.71950,155.49,-1
30.22183,94.72133,152.86,12
30.22183,94.72317,151.53,12
30.22183,94.72500,128.90,7
30.22183,94.72683,146.37,10
30.22183,94.72867,151.18,11
30.22183,94.73050,154.35,-1
30.22183,94.73233,154.47,-1
30.22183,94.73417,151.78,12
30.22183,94.73600,153.11,12
30.22183,94.73783,150.84,11
30.22183,94.73967,141.88,8
30.22183,94.74150,131.54,7
30.22183,94.74333,139.27,7
30.22183,94.74517,140.48,8
30.22183,94.74700,141.91,8
30.22183,94.74883,148.82,10
30.22183,94.75067,142.75,8
30.22183,94.75250,140.24,8
30.22183,94.75433,154.61,-1
30.22183,94.75617,153.91,12
30.22183,94.75800,153.24,12
30.22183,94.75983,130.20,7
30.22183,94.76167,149.67,11
30.22183,94.76350,146.70,10
30.22183,94.76533,140.82,8
30.22183,94.76717,135.70,7
30.22183,94.76900,136.74,7
30.22183,94.77083,129.70,7
30.22183,94.77267,141.11,8
30.22183,94.77450,137.33,7
30.22183,94.77633,145.08,9
30.22183,94.77817,149.89,11
30.22183,94.78000,154.62,-1
30.22183,94.78183,140.74,8
30.22183,94.78367,134.31,7
30.22183,94.78550,128.07,7
30.22183,94.78733,122.63,7
30.22183,94.78917,115.24,7
30.22183,94.79100,104.10,7
30.22183,94.79283,133.17,7
30.22183,94.79467,94.40,7
30.22183,94.79650,52.94,7
30.22183,94.79833,118.06,7
30.22183,94.80017,145.24,9
30.22183,94.80200,132.35,7
30.22183,94.80383,94.90,7
30.22183,94.80567,53.05,7
30.22183,94.80750,53.07,7
30.22183,94.80933,53.09,7
30.22183,94.81117,53.12,7
30.22183,94.81300,115.42,7
30.22183,94.81483,115.59,7
30.22183,94.81667,53.22,7
30.22183,94.81850,53.25,7
30.22183,94.82033,53.29,7
30.22183,94.82217,53.33,7
30.22183,94.82400,109.15,7
30.22183,94.82583,53.41,7
30.22183,94.82767,116.01,7
30.22183,94.82950,139.18,7
30.22183,94.83133,132.81,7
30.22183,94.83317,137.14,7
30.22183,94.83500,145.76,9
30.22183,94.83683,149.14,11
30.22183,94.83867,148.14,10
30.22183,94.84050,153.79,12
30.22183,94.84233,150.40,11
30.22183,94.84417,142.83,8
30.22183,94.84600,132.52,7
30.22183,94.84783,120.66,7
30.22183,94.84967,107.86,7
30.22183,94.85150,96.56,7
30.22183,94.85333,92.54,7
30.22183,94.85517,101.98,7
30.22183,94.85700,91.22,7
30.22183,94.85883,138.58,7
30.22183,94.86067,138.52,7
30.22183,94.86250,134.81,7
30.22183,94.86433,135.27,7
30.22183,94.86617,135.12,7
30.22183,94.86800,142.98,8
30.22183,94.86983,144.40,9
30.22183,94.87167,142.02,8
30.22183,94.87350,149.62,11
30.22183,94.87533,140.32,8
30.22183,94.87717,129.00,7
30.22183,94.87900,141.22,8
30.22183,94.88083,144.40,9
30.22183,94.88267,145.44,9
30.22183,94.88450,146.39,10
30.22183,94.88633,147.33,10
30.22183,94.88817,147.90,10
30.22183,94.89000,148.84,10
30.22367,94.67000,163.17,-1
30.22367,94.67183,159.68,-1
30.22367,94.67367,159.76,-1
30.22367,94.67550,159.90,-1
30.22367,94.67733,161.36,-1
30.22367,94.67917,152.01,12
30.22367,94.68100,144.95,9
30.22367,94.68283,148.25,10
30.22367,94.68467,159.38,-1
30.22367,94.68650,160.96,-1
30.22367,94.68833,160.20,-1
30.22367,94.69017,157.82,-1
30.22367,94.69200,157.47,-1
30.22367,94.69383,158.41,-1
30.22367,94.69567,159.83,-1
30.22367,94.69750,162.24,-1
30.22367,94.69933,151.09,11
30.22367,94.70117,140.14,8
30.22367,94.70300,141.29,8
30.22367,94.70483,146.74,10
30.22367,94.70667,148.70,10
30.22367,94.70850,135.86,7
30.22367,94.71033,137.97,7
30.22367,94.71217,161.12,-1
30.22367,94.71400,160.60,-1
30.22367,94.71583,159.10,-1
30.22367,94.71767,158.21,-1
30.22367,94.71950,156.37,-1
30.22367,94.72133,153.73,12
30.22367,94.72317,152.52,12
30.22367,94.72500,150.24,11
30.22367,94.72683,143.58,9
30.22367,94.72867,150.42,11
30.22367,94.73050,154.53,-1
30.22367,94.73233,155.68,-1
30.22367,94.73417,150.42,11
30.22367,94.73600,150.08,11
30.22367,94.73783,150.15,11
30.22367,94.73967,144.14,9
30.22367,94.74150,148.96,10
30.22367,94.74333,148.76,10
30.22367,94.74517,143.77,9
30.22367,94.74700,143.73,9
30.22367,94.74883,143.21,9
30.22367,94.75067,144.85,9
30.22367,94.75250,147.04,10
30.22367,94.75433,139.69,7
30.22367,94.75617,151.52,12
30.22367,94.75800,154.27,-1
30.22367,94.75983,152.75,12
30.22367,94.76167,152.16,12
30.22367,94.76350,149.17,11
30.22367,94.76533,146.09,10
30.22367,94.76717,143.73,9
30.22367,94.76900,155.70,-1
30.22367,94.77083,136.38,7
30.22367,94.77267,134.49,7
30.22367,94.77450,147.15,10
30.22367,94.77633,149.62,11
30.22367,94.77817,145.00,9
30.22367,94.78000,155.64,-1
30.22367,94.78183,141.48,8
30.22367,94.78367,137.37,7
30.22367,94.78550,126.25,7
30.22367,94.78733,124.34,7
30.22367,94.78917,116.47,7
30.22367,94.79100,106.09,7
30.22367,94.79283,88.79,7
30.22367,94.79467,94.16,7
30.22367,94.79650,52.79,7
30.22367,94.79833,52.81,7
30.22367,94.80017,138.97,7
30.22367,94.80200,132.16,7
30.22367,94.80383,135.40,7
30.22367,94.80567,52.91,7
30.22367,94.80750,52.93,7
30.22367,94.80933,52.95,7
30.22367,94.81117,52.98,7
30.22367,94.81300,136.23,7
30.22367,94.81483,53.05,7
30.22367,94.81667,53.08,7
30.22367,94.81850,53.12,7
30.22367,94.82033,53.16,7
30.22367,94.82217,53.19,7
30.22367,94.82400,53.23,7
30.22367,94.82583,110.63,7
30.22367,94.82767,53.32,7
30.22367,94.82950,53.37,7
30.22367,94.83133,138.46,7
30.22367,94.83317,146.21,10
30.22367,94.83500,142.69,8
30.22367,94.83683,153.98,12
30.22367,94.83867,144.03,9
30.22367,94.84050,154.97,-1
30.22367,94.84233,151.71,12
30.22367,94.84417,146.67,10
30.22367,94.84600,138.28,7
30.22367,94.84783,133.93,7
30.22367,94.84967,123.50,7
30.22367,94.85150,120.80,7
30.22367,94.85333,105.14,7
30.22367,94.85517,101.68,7
30.22367,94.85700,104.13,7
30.22367,94.85883,106.27,7
30.22367,94.86067,134.40,7
30.22367,94.86250,141.62,8
30.22367,94.86433,139.31,7
30.22367,94.86617,135.05,7
30.22367,94.86800,132.92,7
30.22367,94.86983,138.42,7
30.22367,94.87167,131.05,7
30.22367,94.87350,136.10,7
30.22367,94.87533,141.05,8
30.22367,94.87717,141.41,8
30.22367,94.87900,138.61,7
30.22367,94.88083,145.23,9
30.22367,94.88267,146.34,10
30.22367,94.88450,147.28,10
30.22367,94.88633,147.91,10
30.22367,94.88817,148.86,10
30.22367,94.89000,149.65,11
30.22550,94.67000,155.93,-1
30.22550,94.67183,157.73,-1
30.22550,94.67367,160.65,-1
30.22550,94.67550,159.28,-1
30.22550,94.67733,157.03,-1
30.22550,94.67917,152.52,12
30.22550,94.68100,148.69,10
30.22550,94.68283,140.38,8
30.22550,94.68467,145.35,9
30.22550,94.68650,158.92,-1
30.22550,94.68833,160.75,-1
30.22550,94.69017,160.59,-1
30.22550,94.69200,140.80,8
30.22550,94.69383,157.27,-1
30.22550,94.69567,157.24,-1
30.22550,94.69750,159.72,-1
30.22550,94.69933,161.72,-1
30.22550,94.70117,154.68,-1
30.22550,94.70300,145.24,9
30.22550,94.70483,145.19,9
30.22550,94.70667,163.26,-1
30.22550,94.70850,163.22,-1
30.22550,94.71033,134.71,7
30.22550,94.71217,161.28,-1
30.22550,94.71400,160.83,-1
30.22550,94.71583,159.02,-1
30.22550,94.71767,158.99,-1
30.22550,94.71950,157.02,-1
30.22550,94.72133,156.31,-1
30.22550,94.72317,153.35,12
30.22550,94.72500,152.08,12
30.22550,94.72683,130.42,7
30.22550,94.72867,148.99,10
30.22550,94.73050,154.31,-1
30.22550,94.73233,148.95,10
30.22550,94.73417,146.78,10
30.22550,94.73600,147.44,10
30.22550,94.73783,143.58,9
30.22550,94.73967,148.55,10
30.22550,94.74150,149.80,11
30.22550,94.74333,141.75,8
30.22550,94.74517,145.66,9
30.22550,94.74700,139.47,7
30.22550,94.74883,135.97,7
30.22550,94.75067,148.20,10
30.22550,94.75250,152.54,12
30.22550,94.75433,147.86,10
30.22550,94.75617,152.27,12
30.22550,94.75800,152.12,12
30.22550,94.75983,153.61,12
30.22550,94.76167,153.69,12
30.22550,94.76350,152.56,12
30.22550,94.76533,149.68,11
30.22550,94.76717,145.98,9
30.22550,94.76900,142.56,8
30.22550,94.77083,137.84,7
30.22550,94.77267,136.00,7
30.22550,94.77450,132.74,7
30.22550,94.77633,126.99,7
30.22550,94.77817,141.73,8
30.22550,94.78000,159.01,-1
30.22550,94.78183,135.69,7
30.22550,94.78367,138.86,7
30.22550,94.78550,132.84,7
30.22550,94.78733,124.87,7
30.22550,94.78917,115.19,7
30.22550,94.79100,109.86,7
30.22550,94.79283,89.95,7
30.22550,94.79467,79.29,7
30.22550,94.79650,52.64,7
30.22550,94.79833,52.66,7
30.22550,94.80017,52.68,7
30.22550,94.80200,52.71,7
30.22550,94.80383,139.97,7
30.22550,94.80567,113.65,7
30.22550,94.80750,52.79,7
30.22550,94.80933,52.81,7
30.22550,94.81117,52.84,7
30.22550,94.81300,52.87,7
30.22550,94.81483,121.01,7
30.22550,94.81667,105.38,7
30.22550,94.81850,52.99,7
30.22550,94.82033,53.02,7
30.22550,94.82217,53.06,7
30.22550,94.82400,53.10,7
30.22550,94.82583,53.15,7
30.22550,94.82767,53.20,7
30.22550,94.82950,53.24,7
30.22550,94.83133,53.29,7
30.22550,94.83317,53.34,7
30.22550,94.83500,122.00,7
30.22550,94.83683,150.71,11
30.22550,94.83867,145.78,9
30.22550,94.84050,150.73,11
30.22550,94.84233,149.53,11
30.22550,94.84417,143.75,9
30.22550,94.84600,145.55,9
30.22550,94.84783,140.68,8
30.22550,94.84967,132.58,7
30.22550,94.85150,107.98,7
30.22550,94.85333,113.05,7
30.22550,94.85517,111.38,7
30.22550,94.85700,110.09,7
30.22550,94.85883,110.60,7
30.22550,94.86067,137.40,7
30.22550,94.86250,145.05,9
30.22550,94.86433,135.14,7
30.22550,94.86617,138.24,7
30.22550,94.86800,137.44,7
30.22550,94.86983,130.17,7
30.22550,94.87167,137.39,7
30.22550,94.87350,148.24,10
30.22550,94.87533,142.98,8
30.22550,94.87717,138.78,7
30.22550,94.87900,145.12,9
30.22550,94.88083,146.26,10
30.22550,94.88267,147.19,10
30.22550,94.88450,147.89,10
30.22550,94.88633,148.86,10
30.22550,94.88817,149.84,11
30.22550,94.89000,150.48,11
30.22733,94.67000,156.90,-1
30.22733,94.67183,157.35,-1
30.22733,94.67367,157.84,-1
30.22733,94.67550,155.12,-1
30.22733,94.67733,156.53,-1
30.22733,94.67917,153.73,12
30.22733,94.68100,149.33,11
30.22733,94.68283,141.77,8
30.22733,94.68467,148.92,10
30.22733,94.68650,150.77,11
30.22733,94.68833,142.26,8
30.22733,94.69017,160.75,-1
30.22733,94.69200,159.98,-1
30.22733,94.69383,157.40,-1
30.22733,94.69567,157.07,-1
30.22733,94.69750,157.58,-1
30.22733,94.69933,161.16,-1
30.22733,94.70117,150.04,11
30.22733,94.70300,164.02,-1
30.22733,94.70483,138.77,7
30.22733,94.70667,135.67,7
30.22733,94.70850,163.37,-1
30.22733,94.71033,136.13,7
30.22733,94.71217,161.60,-1
30.22733,94.71400,161.05,-1
30.22733,94.71583,160.81,-1
30.22733,94.71767,158.78,-1
30.22733,94.71950,158.83,-1
30.22733,94.72133,156.75,-1
30.22733,94.72317,155.83,-1
30.22733,94.72500,127.27,7
30.22733,94.72683,130.26,7
30.22733,94.72867,144.17,9
30.22733,94.73050,150.77,11
30.22733,94.73233,145.81,9
30.22733,94.73417,151.75,12
30.22733,94.73600,145.42,9
30.22733,94.73783,144.49,9
30.22733,94.73967,154.89,-1
30.22733,94.74150,148.59,10
30.22733,94.74333,145.52,9
30.22733,94.74517,138.71,7
30.22733,94.74700,147.83,10
30.22733,94.74883,144.75,9
30.22733,94.75067,141.51,8
30.22733,94.75250,148.36,10
30.22733,94.75433,145.50,9
30.22733,94.75617,139.65,7
30.22733,94.75800,150.40,11
30.22733,94.75983,151.70,12
30.22733,94.76167,153.10,12
30.22733,94.76350,153.83,12
30.22733,94.76533,151.74,12
30.22733,94.76717,147.94,10
30.22733,94.76900,127.55,7
30.22733,94.77083,138.17,7
30.22733,94.77267,134.41,7
30.22733,94.77450,133.69,7
30.22733,94.77633,130.89,7
30.22733,94.77817,122.32,7
30.22733,94.78000,131.20,7
30.22733,94.78183,142.09,8
30.22733,94.78367,141.27,8
30.22733,94.78550,136.11,7
30.22733,94.78733,126.03,7
30.22733,94.78917,130.92,7
30.22733,94.79100,109.14,7
30.22733,94.79283,98.09,7
30.22733,94.79467,69.12,7
30.22733,94.79650,52.50,7
30.22733,94.79833,52.52,7
30.22733,94.80017,52.54,7
30.22733,94.80200,52.56,7
30.22733,94.80383,125.67,7
30.22733,94.80567,119.52,7
30.22733,94.80750,52.65,7
30.22733,94.80933,52.67,7
30.22733,94.81117,52.70,7
30.22733,94.81300,117.46,7
30.22733,94.81483,146.02,10
30.22733,94.81667,112.48,7
30.22733,94.81850,52.85,7
30.22733,94.82033,52.89,7
30.22733,94.82217,52.93,7
30.22733,94.82400,52.97,7
30.22733,94.82583,53.02,7
30.22733,94.82767,124.14,7
30.22733,94.82950,53.11,7
30.22733,94.83133,53.16,7
30.22733,94.83317,53.21,7
30.22733,94.83500,53.26,7
30.22733,94.83683,133.35,7
30.22733,94.83867,144.02,9
30.22733,94.84050,144.41,9
30.22733,94.84233,150.90,11
30.22733,94.84417,147.43,10
30.22733,94.84600,151.69,12
30.22733,94.84783,144.97,9
30.22733,94.84967,158.53,-1
30.22733,94.85150,112.67,7
30.22733,94.85333,104.57,7
30.22733,94.85517,127.63,7
30.22733,94.85700,112.51,7
30.22733,94.85883,112.96,7
30.22733,94.86067,132.27,7
30.22733,94.86250,133.57,7
30.22733,94.86433,141.21,8
30.22733,94.86617,136.78,7
30.22733,94.86800,130.61,7
30.22733,94.86983,135.87,7
30.22733,94.87167,137.13,7
30.22733,94.87350,141.96,8
30.22733,94.87533,139.29,7
30.22733,94.87717,143.69,9
30.22733,94.87900,146.13,10
30.22733,94.88083,147.14,10
30.22733,94.88267,147.85,10
30.22733,94.88450,148.88,10
30.22733,94.88633,149.68,11
30.22733,94.88817,150.41,11
30.22733,94.89000,151.16,11
30.22917,94.67000,155.73,-1
30.22917,94.67183,153.16,12
30.22917,94.67367,154.95,-1
30.22917,94.67550,160.13,-1
30.22917,94.67733,148.32,10
30.22917,94.67917,153.69,12
30.22917,94.68100,146.20,10
30.22917,94.68283,151.28,11
30.22917,94.68467,153.34,12
30.22917,94.68650,149.31,11
30.22917,94.68833,141.63,8
30.22917,94.69017,143.15,9
30.22917,94.69200,137.92,7
30.22917,94.69383,159.49,-1
30.22917,94.69567,159.25,-1
30.22917,94.69750,156.86,-1
30.22917,94.69933,156.98,-1
30.22917,94.70117,160.67,-1
30.22917,94.70300,163.13,-1
30.22917,94.70483,142.22,8
30.22917,94.70667,164.95,-1
30.22917,94.70850,163.19,-1
30.22917,94.71033,133.53,7
30.22917,94.71217,161.91,-1
30.22917,94.71400,161.53,-1
30.22917,94.71583,161.21,-1
30.22917,94.71767,160.65,-1
30.22917,94.71950,159.31,-1
30.22917,94.72133,157.44,-1
30.22917,94.72317,156.46,-1
30.22917,94.72500,153.78,12
30.22917,94.72683,153.11,12
30.22917,94.72867,130.86,7
30.22917,94.73050,145.54,9
30.22917,94.73233,150.45,11
30.22917,94.73417,149.80,11
30.22917,94.73600,142.09,8
30.22917,94.73783,141.09,8
30.22917,94.73967,138.83,7
30.22917,94.74150,147.03,10
30.22917,94.74333,148.61,10
30.22917,94.74517,148.59,10
30.22917,94.74700,143.82,9
30.22917,94.74883,146.07,10
30.22917,94.75067,148.12,10
30.22917,94.75250,147.59,10
30.22917,94.75433,150.96,11
30.22917,94.75617,152.39,12
30.22917,94.75800,147.98,10
30.22917,94.75983,151.62,12
30.22917,94.76167,154.73,-1
30.22917,94.76350,154.75,-1
30.22917,94.76533,153.03,12
30.22917,94.76717,150.30,11
30.22917,94.76900,147.41,10
30.22917,94.77083,143.00,8
30.22917,94.77267,139.42,7
30.22917,94.77450,135.20,7
30.22917,94.77633,130.79,7
30.22917,94.77817,133.89,7
30.22917,94.78000,130.32,7
30.22917,94.78183,144.34,9
30.22917,94.78367,142.01,8
30.22917,94.78550,138.61,7
30.22917,94.78733,126.01,7
30.22917,94.78917,122.58,7
30.22917,94.79100,115.51,7
30.22917,94.79283,88.39,7
30.22917,94.79467,78.70,7
30.22917,94.79650,52.35,7
30.22917,94.79833,75.46,7
30.22917,94.80017,52.39,7
30.22917,94.80200,52.41,7
30.22917,94.80383,52.44,7
30.22917,94.80567,52.47,7
30.22917,94.80750,120.43,7
30.22917,94.80933,52.53,7
30.22917,94.81117,52.55,7
30.22917,94.81300,52.59,7
30.22917,94.81483,119.26,7
30.22917,94.81667,156.10,-1
30.22917,94.81850,115.50,7
30.22917,94.82033,52.75,7
30.22917,94.82217,52.79,7
30.22917,94.82400,52.84,7
30.22917,94.82583,52.89,7
30.22917,94.82767,52.93,7
30.22917,94.82950,52.99,7
30.22917,94.83133,53.04,7
30.22917,94.83317,53.09,7
30.22917,94.83500,53.14,7
30.22917,94.83683,53.19,7
30.22917,94.83867,53.25,7
30.22917,94.84050,156.86,-1
30.22917,94.84233,152.09,12
30.22917,94.84417,150.93,11
30.22917,94.84600,153.44,12
30.22917,94.84783,152.82,12
30.22917,94.84967,142.30,8
30.22917,94.85150,115.01,7
30.22917,94.85333,109.37,7
30.22917,94.85517,109.86,7
30.22917,94.85700,112.54,7
30.22917,94.85883,115.79,7
30.22917,94.86067,133.20,7
30.22917,94.86250,125.79,7
30.22917,94.86433,141.85,8
30.22917,94.86617,132.32,7
30.22917,94.86800,137.56,7
30.22917,94.86983,147.74,10
30.22917,94.87167,141.31,8
30.22917,94.87350,139.90,7
30.22917,94.87533,143.50,9
30.22917,94.87717,146.05,10
30.22917,94.87900,147.08,10
30.22917,94.88083,147.73,10
30.22917,94.88267,148.83,10
30.22917,94.88450,149.78,11
30.22917,94.88633,150.40,11
30.22917,94.88817,151.26,11
30.22917,94.89000,152.54,12
30.23100,94.67000,156.88,-1
30.23100,94.67183,154.90,-1
30.23100,94.67367,156.80,-1
30.23100,94.67550,153.30,12
30.23100,94.67733,149.13,11
30.23100,94.67917,150.19,11
30.23100,94.68100,157.79,-1
30.23100,94.68283,158.88,-1
30.23100,94.68467,152.99,12
30.23100,94.68650,150.87,11
30.23100,94.68833,157.13,-1
30.23100,94.69017,155.78,-1
30.23100,94.69200,157.30,-1
30.23100,94.69383,159.50,-1
30.23100,94.69567,159.32,-1
30.23100,94.69750,158.81,-1
30.23100,94.69933,139.49,7
30.23100,94.70117,150.37,11
30.23100,94.70300,147.48,10
30.23100,94.70483,152.62,12
30.23100,94.70667,146.62,10
30.23100,94.70850,163.25,-1
30.23100,94.71033,143.59,9
30.23100,94.71217,163.26,-1
30.23100,94.71400,135.36,7
30.23100,94.71583,134.50,7
30.23100,94.71767,161.23,-1
30.23100,94.71950,133.30,7
30.23100,94.72133,154.29,-1
30.23100,94.72317,145.28,9
30.23100,94.72500,156.05,-1
30.23100,94.72683,153.60,12
30.23100,94.72867,152.81,12
30.23100,94.73050,152.03,12
30.23100,94.73233,150.01,11
30.23100,94.73417,133.95,7
30.23100,94.73600,140.35,8
30.23100,94.73783,135.24,7
30.23100,94.73967,134.02,7
30.23100,94.74150,146.18,10
30.23100,94.74333,137.59,7
30.23100,94.74517,134.18,7
30.23100,94.74700,148.62,10
30.23100,94.74883,143.07,9
30.23100,94.75067,150.30,11
30.23100,94.75250,147.25,10
30.23100,94.75433,148.03,10
30.23100,94.75617,147.94,10
30.23100,94.75800,144.31,9
30.23100,94.75983,152.05,12
30.23100,94.76167,151.67,12
30.23100,94.76350,153.00,12
30.23100,94.76533,153.83,12
30.23100,94.76717,153.05,12
30.23100,94.76900,151.25,11
30.23100,94.77083,147.85,10
30.23100,94.77267,143.13,9
30.23100,94.77450,134.32,7
30.23100,94.77633,131.66,7
30.23100,94.77817,131.34,7
30.23100,94.78000,143.10,9
30.23100,94.78183,146.70,10
30.23100,94.78367,141.95,8
30.23100,94.78550,139.96,7
30.23100,94.78733,133.01,7
30.23100,94.78917,124.59,7
30.23100,94.79100,118.75,7
30.23100,94.79283,115.17,7
30.23100,94.79467,90.04,7
30.23100,94.79650,84.77,7
30.23100,94.79833,92.18,7
30.23100,94.80017,71.46,7
30.23100,94.80200,52.26,7
30.23100,94.80383,52.29,7
30.23100,94.80567,52.32,7
30.23100,94.80750,52.36,7
30.23100,94.80933,52.38,7
30.23100,94.81117,52.41,7
30.23100,94.81300,52.44,7
30.23100,94.81483,52.48,7
30.23100,94.81667,52.52,7
30.23100,94.81850,130.67,7
30.23100,94.82033,52.62,7
30.23100,94.82217,52.66,7
30.23100,94.82400,52.70,7
30.23100,94.82583,52.76,7
30.23100,94.82767,52.80,7
30.23100,94.82950,127.06,7
30.23100,94.83133,52.92,7
30.23100,94.83317,52.97,7
30.23100,94.83500,53.02,7
30.23100,94.83683,53.08,7
30.23100,94.83867,53.13,7
30.23100,94.84050,53.19,7
30.23100,94.84233,124.15,7
30.23100,94.84417,146.07,10
30.23100,94.84600,160.33,-1
30.23100,94.84783,152.50,12
30.23100,94.84967,141.04,8
30.23100,94.85150,116.44,7
30.23100,94.85333,117.09,7
30.23100,94.85517,117.33,7
30.23100,94.85700,118.16,7
30.23100,94.85883,121.46,7
30.23100,94.86067,124.34,7
30.23100,94.86250,155.46,-1
30.23100,94.86433,143.47,9
30.23100,94.86617,127.36,7
30.23100,94.86800,141.46,8
30.23100,94.86983,141.97,8
30.23100,94.87167,140.97,8
30.23100,94.87350,143.53,9
30.23100,94.87533,145.98,9
30.23100,94.87717,147.00,10
30.23100,94.87900,147.77,10
30.23100,94.88083,148.64,10
30.23100,94.88267,149.73,11
30.23100,94.88450,150.36,11
30.23100,94.88633,151.23,11
30.23100,94.88817,152.34,12
30.23100,94.89000,154.03,-1
30.23283,94.67000,156.31,-1
30.23283,94.67183,155.12,-1
30.23283,94.67367,146.00,9
30.23283,94.67550,144.91,9
30.23283,94.67733,147.31,10
30.23283,94.67917,144.77,9
30.23283,94.68100,157.47,-1
30.23283,94.68283,147.64,10
30.23283,94.68467,152.06,12
30.23283,94.68650,143.99,9
30.23283,94.68833,162.95,-1
30.23283,94.69017,161.53,-1
30.23283,94.69200,141.01,8
30.23283,94.69383,157.45,-1
30.23283,94.69567,159.52,-1
30.23283,94.69750,158.97,-1
